item_id,app_id,human_label,title,text,updated
appstore_585027354_14428689579,585027354,5,ល្អ,ងាយស្រួលខ្លាំងសម្រាប់ខ្ញុំ,2026-08-14T17:03:57-07:00
appstore_585027354_14428641457,585027354,5,Relazione Google maps,Recensione del tifo Pisa,2026-08-14T16:45:15-07:00
appstore_585027354_14428596464,585027354,1,Unreliable,Frequently over compensates that massively add time to routes,2026-08-14T16:27:50-07:00
appstore_585027354_14428453575,585027354,5,Kevin,Zúñiga,2026-08-14T15:32:50-07:00
appstore_585027354_14428408914,585027354,1,Terrible,Sent me thru the side road of a high way when I clearly selected that I was on a bike. Almost got ran over several times.,2026-08-14T15:15:54-07:00
appstore_585027354_14428366660,585027354,5,Google Maps,I enjoy Google Maps,2026-08-14T14:59:51-07:00
appstore_585027354_14428361942,585027354,5,Excelente,Muy bueno,2026-08-14T14:58:02-07:00
appstore_585027354_14428296472,585027354,2,Do better,Can u guys stop suggesting stupid routes that freaking delay me and stop suggesting it as the fastest route. Genuinely pisses me off,2026-08-14T14:33:08-07:00
appstore_585027354_14428273347,585027354,1,worthless junk,the AI or whatever they’re utilizing will screw you over and over. i wouldn’t recommend this app to my worst enemy,2026-08-14T14:24:26-07:00
appstore_585027354_14428191470,585027354,5,¥€£€¥€£€€£,"The app is good BUT…, the tracker is literally going behind me like a ghost 😭🙏",2026-08-14T13:54:18-07:00
appstore_585027354_14428022000,585027354,2,Sucks,"Maps on iPhone sucks, you try to orientate yourself when you zoom out and if you’re not careful it keeps snapping to zoom back in.",2026-08-14T12:53:34-07:00
appstore_585027354_14427866888,585027354,2,Better than Apple,"Navigating is just ok with Google Maps. I don’t need to know to continue straight on most interchanges, but that’s a minor issue. Biggest problem is trying to zoom in or out the map shoots off miles from where I was looking. It happens every single time. Makes it incredibly difficult to see further ahead",2026-08-14T12:00:00-07:00
appstore_585027354_14427691172,585027354,1,I hate this app,Know that episode of the office where the GPS is leading Michael into a lake. I feel like Google Maps does this to me regularly. I'm constantly wondering… Why on earth would you have taken me this way when there's a clear obvious way to go right in front of me? I wasted a lot of time using this app,2026-08-14T11:01:46-07:00
appstore_585027354_14427327680,585027354,1,AI problem,No need AI here,2026-08-14T09:09:45-07:00
appstore_585027354_14426891681,585027354,5,Helpful,"Needs more work in the rural areas, but is otherwise very helpful.",2026-08-14T07:07:14-07:00
appstore_585027354_14426259590,585027354,2,Don’t depend on pin,This app was my go to for marking spots(pins) I needed to return to in the future but somehow it doesn’t work now on my iPad.  When I drop a pin it now magically moves the east by hundreds of feet.  This makes it almost unusable and very frustrating.,2026-08-14T03:53:14-07:00
appstore_585027354_14426067084,585027354,1,Wrong direction,It’s a stupid app never going to improve no matter what,2026-08-14T02:42:01-07:00
appstore_585027354_14425206743,585027354,2,Learn on/off ramp,Google Maps needs to learn when on ramps and off ramps of major highways are closed. Or at least provide a way for people to tell Google Maps when a road is closed. Lane closure does not work.,2026-08-13T20:40:36-07:00
appstore_585027354_14425062580,585027354,5,Solid app,"For the most part would give a 4.5 rating just because perfect is a very, specific rating however - a very useful software.",2026-08-13T19:45:08-07:00
appstore_585027354_14424948927,585027354,2,"Functional, but bad with toll roads","App works fine, less well than it used to. But for the love of all that’s holy, it needs more than a “toll” or “no toll” option. I’ve been fined twice for using a fast lane because Google automatically recommends them. On testing even if the time distance is basically the same, it’ll recommend a fast lane with a toll for a transponder I don’t have. Treacherous. Turning off tolls can mess up all kinds of navigation. There has to be an “ignore fast lanes” option or this will keep being the most expensive free app on my phone. This has been a known issue for years.",2026-08-13T19:02:33-07:00
appstore_585027354_14424910929,585027354,1,Devolving slop,Impressive how big tech finds ways to make their once-useful products into steaming piles of worthless slop that’s then added to the giant slop pile where all tech goes to die.  This is the current state of Google Maps.,2026-08-13T18:48:23-07:00
appstore_585027354_14424807185,585027354,1,Sending directions to iPhone is broken,Google Maps has gotten so bad but I only use it for one feature on the desktop. Now that feature got broken. I used to be able to send directions to my phone and now it doesn't work. Trillion dollar company and they can't even get simple features right,2026-08-13T18:10:16-07:00
appstore_585027354_14424340877,585027354,5,Ashley Huber location,Amazing!!!,2026-08-13T15:11:07-07:00
appstore_585027354_14424332252,585027354,3,It’s gotten worse,"When I add a stop to my route and reach it, Google maps Will Sese to function, and I will have to close the app, and open it back up again and re-enter my final destination. Additionally, it has had me take routes that don’t make sense, like when it had me taken exit off of the freeway, only to get along, take a longer route to get back on, when there was no traffic. It didn’t used to do these things.",2026-08-13T15:07:50-07:00
appstore_585027354_14424234899,585027354,3,School Zone,"You should have avoid school zone. Just like avoid toll. Avoid highway.

Or maybe a school zone alert whenever vehicles pass by school zones.

You have speed limit. Why not add speed limit on school zones when school has started?

Free idea 😒",2026-08-13T14:30:27-07:00
appstore_585027354_14424211835,585027354,2,Restrictive,"It’s hardly better than Apple and worse than Waze, and you can’t see what number exit you’re taking. That alone made me switch",2026-08-13T14:21:38-07:00
appstore_585027354_14424143402,585027354,1,Address location,Put the address closer to top without need to scroll,2026-08-13T13:55:53-07:00
appstore_585027354_14424138502,585027354,3,Radar lento e inmóvil,Sucede que desde la semana pasada al conducir el circulo se queda congelado y uno avanza y se pierde uno al no tener la indicación a tiempo.,2026-08-13T13:54:03-07:00
appstore_585027354_14424105030,585027354,1,Constantly crashing,"Today’s crash was the last straw. iPhone 15 Pro, iOS 26.6.
App deleted, not going back.",2026-08-13T13:41:44-07:00
appstore_585027354_14423940380,585027354,1,Broken,Search function is broken. Things completely unrelated to searches are 90% of the results returned. Moving to Apple’s native app.,2026-08-13T12:42:32-07:00
appstore_585027354_14423760643,585027354,5,Easy to use,Great,2026-08-13T11:40:47-07:00
appstore_585027354_14423631384,585027354,5,Ramon Carlos Raphael,These guys took great care of us from the moment we walk in they made our time here amazing!,2026-08-13T10:58:03-07:00
appstore_585027354_14423360316,585027354,3,I use Apple Maps,I find it to be the better of the two.,2026-08-13T09:33:01-07:00
appstore_585027354_14423250040,585027354,5,The best!,Never You before,2026-08-13T09:00:23-07:00
appstore_585027354_14423143964,585027354,5,Great job,"Quinton was ready on time for my service appt, scheduled work was done promptly & the inspection reminded me of an alignment that was needed, ty. Cost was reasonable, Quinton was great, loved the popcorn.",2026-08-13T08:29:38-07:00
appstore_585027354_14423134891,585027354,1,Your overly pushing this,I have to drive to multiple locations daily and can never use anything my customers send me because the moment I try to use it it forces the app on me and by the time the app comes up the address is lost stop forcing it and just let me drive,2026-08-13T08:27:04-07:00
appstore_585027354_14422714592,585027354,5,Tuck 56,Works great,2026-08-13T06:28:29-07:00
appstore_585027354_14422698193,585027354,5,Google maps,"My bestfriend! Its really accurate using this app, whenever I have problem with the locations and place, this bestie help me!",2026-08-13T06:23:46-07:00
appstore_585027354_14421472470,585027354,2,Censorship of reviews,"Censorship/ withholding legitimate honest reviews that it doesn’t like. Not in violation of policy, just pure censorship. Cannot trust a dishonest company like this.",2026-08-12T22:56:25-07:00
appstore_585027354_14421198547,585027354,5,"King’s  Furniture and Mattress-Dayton, Ohio","Went into the store to get my wife a recliner and the salesman was kind and walked us through the process and it went smooth.  FREE DELIVERY was the next day and the delivery guys were cool and delivery went smooth. I would Certainly recommend King’s Furniture in Dayton, Ohio.",2026-08-12T20:58:58-07:00
appstore_585027354_14421163326,585027354,5,My Favorite,⭐️⭐️⭐️⭐️⭐️,2026-08-12T20:44:26-07:00
appstore_585027354_14421142569,585027354,1,Google Maps in NYC,"I’ve used Google Maps as my default navigation app for years, but after a week in NYC, I’m pretty disappointed. It repeatedly gave me bad directions, confusing subway routes, and on several occasions left me stranded. A couple of times the routes were downright unsafe.

NYC transit is complicated enough without your navigation app making it worse. I’m switching to Citymapper for NYC. Google Maps may be great in other places, but I wouldn’t rely on it here.",2026-08-12T20:36:00-07:00
appstore_585027354_14421131098,585027354,2,Constant rerouting,"The app is fine when it works, however, lately it keeps automatically changing my route without asking me or notifying me, taking me off of the route that I manually selected to avoid roads and areas that I know I want to avoid. Almost all of the time, the result is the route I actively chose to not use. Multiple times, I have very nearly been late to appointments or other obligations because it moved me onto a route that frequently has sudden bad traffic.",2026-08-12T20:31:24-07:00
appstore_585027354_14421090841,585027354,1,"Not great, creates fake routes",Be careful trusting this app sometimes it’ll be creating routes that doesn’t exits!!!!,2026-08-12T20:15:29-07:00
appstore_585027354_14420812260,585027354,5,The most fun I’ve had on a ship,"I was on the Norwegian star recently and attended 3 park west auctions. I really liked the format. I didn’t feel pressured to buy, just fun and information that I ticked me to buy. There was free art for participating too. Rene and Mako were the ones I talked to most. I liked them both and spent a couple hours just talking with Rene. It was delightful. I bought 2 memorable pieces I’ll enjoy forever. 
Mishele",2026-08-12T18:31:33-07:00
appstore_585027354_14420692095,585027354,5,Aleishia,"EcoShine does our office suite on a regular schedule and where they really earn it is the bathrooms and kitchen. Those two spots were a constant fight with the last company we had. Now the floors get mopped, carpets vacuumed, and it looks like someone actually cared instead of a quick wipe down. The greener products were part of why we went with them and I like that there's no sharp chemical smell hanging around after. Place feels fresher when I open up in the morning. Scheduling has never been a hassle either, which is really all I was hoping for.",2026-08-12T17:47:13-07:00
appstore_585027354_14420184963,585027354,1,Doesn’t work,I’m going to a location and tells me “turn right after (location  headed to)” as I’m already passing it,2026-08-12T14:31:55-07:00
appstore_585027354_14419895850,585027354,5,RAV4,"Alexis me ayudo super 
bien de principal a fin, muy recomendado!",2026-08-12T12:47:05-07:00
appstore_585027354_14419828497,585027354,5,Mosquito Joe,"Chris was just here treated our property , very thorough and professional , I will always use mosquito joes service",2026-08-12T12:23:35-07:00
appstore_585027354_14419722589,585027354,5,Love it,Makes things easier,2026-08-12T11:47:16-07:00
appstore_585027354_14419558958,585027354,5,Better than Apple Maps,"I’m sorry Apple, but Google Maps is just better. Google Maps works every time, I can’t say the same for Apple Maps. Google Maps is predominantly better.",2026-08-12T10:51:29-07:00
appstore_585027354_14419370318,585027354,5,Amscot Thankyou Gilbert for your excellent service and for helping me today i appreciate you so much,Gilbert,2026-08-12T09:51:27-07:00
appstore_585027354_14419335739,585027354,5,Dentist,"Rafael was great, cleaned my teeth made them WHITE. 10/10 service would highly recommend.",2026-08-12T09:40:54-07:00
appstore_585027354_14419239181,585027354,1,Adding Stops does not calculates the last stop,"Fix this bug and I will switch back to 4 stars.  I added one stop and it’s only giving the directions to the first stop, not including the final destination",2026-08-12T09:11:52-07:00
appstore_585027354_14419232344,585027354,1,App lacking lately,"The app used to be one of the better apps out there now it lacks on traffic, delays tie ups and other announcements as as well as incorrect address addressing",2026-08-12T09:09:49-07:00
appstore_585027354_14419161386,585027354,1,Mindless fatal flaw,No voice during phone calls after the update is absolutely pathetic and mindless. Did monkeys oversee this update?,2026-08-12T08:49:05-07:00
appstore_585027354_14419149197,585027354,5,Sam Pantano,"I visited the Hendrick dealership in Durham, NC and received phenomenal service from Sam Pantano. Outside of being a great professional at his job, he is very personable and patient. He was diligent in helping me find a vehicle big enough to accommodate my family without going over budget. By far, the best I’ve met at his job. Highly recommend visiting him and let him help you get your next ride.",2026-08-12T08:45:34-07:00
appstore_585027354_14419128261,585027354,4,Please update timezones,"This app is great, but it would really be improved if maps accounted for timezone changes in its ETA. Right now, it switches only as you arrive to the time zone changes, instead of anticipating it in the arrival time. It would be great to have an option to switch arrival to local time, like they do at airports.",2026-08-12T08:39:31-07:00
appstore_585027354_14418886368,585027354,1,Terrible -Zoom does not stay,Why would you have a driving app that requires you to zoom in every time you need to use it to see streets clearly? Smfh!,2026-08-12T07:31:21-07:00
appstore_585027354_14418829956,585027354,1,What happened to destination searches,Used to be you put the first letter of a saved destination in the search bar and it would immediately pop up.  Same if you started to type in a recently visited location.  All that is gone now.  Need to either know the address already or find the location in your saved lists.  Why these companies actively make their applications worse over time is beyond me,2026-08-12T07:15:35-07:00
appstore_585027354_14418678018,585027354,1,Terrible,Who is in charge of this app? A monkey on a unicycle? Why does it purposely take you the longest way possible?,2026-08-12T06:32:38-07:00
appstore_585027354_14418556875,585027354,1,Trash!!!,"It was pretty good for the first 18 years.  It is absolute GARBAGE now.  Unusable.  NEGATIVE 1,000 ⭐️’s.",2026-08-12T05:57:20-07:00
appstore_585027354_14418376836,585027354,1,Disappointing!,"I enjoy this app but am constantly and completely frustrated that you cannot save a detailed trip with origin and destination points, additional stops or other information, and a planned departure time!!!",2026-08-12T05:01:58-07:00
appstore_585027354_14418230266,585027354,5,Google Maps doesnt get us lost,Love Google,2026-08-12T04:13:22-07:00
appstore_585027354_14417211242,585027354,5,9919,mission hill,2026-08-11T21:17:47-07:00
appstore_585027354_14416888008,585027354,5,Izaan,Izaanxh,2026-08-11T19:11:25-07:00
appstore_585027354_14416385800,585027354,1,Update Update Update,Every tone you try to use it you have to update ...,2026-08-11T16:03:03-07:00
appstore_585027354_14416223053,585027354,5,Cool!,Cool!,2026-08-11T14:59:35-07:00
appstore_585027354_14416214488,585027354,5,Idk,This i good,2026-08-11T14:56:18-07:00
appstore_585027354_14416160147,585027354,5,Google Maps App,"Google Maps and I get along very well and one of the features that I like the best is that you can set it up to tell you what the toll cost on your route is going to be, because sometimes that affects the way I go.",2026-08-11T14:35:33-07:00
appstore_585027354_14416120338,585027354,1,Ads while using GPS,I get ads to stop at local fast food places while trying to drive. This is unacceptable,2026-08-11T14:20:37-07:00
appstore_585027354_14416083123,585027354,5,Wonderful!,Great food. Beautiful restaurant. George and Joe were so nice and friendly. The service was excellent!,2026-08-11T14:06:54-07:00
appstore_585027354_14415690581,585027354,5,Toro doddle love orI olove the fact,IThe or Oreo,2026-08-11T11:49:44-07:00
appstore_585027354_14415519492,585027354,5,The Little things were Big,"We could not have asked for a better wedding photographer! From the very beginning, she was incredibly professional, responsive, and easy to work with. The entire hiring process was seamless, and she made everything feel effortless.

Her creativity is truly exceptional. She has an amazing eye for capturing the little moments that you might otherwise miss, and her candid photographs are absolutely beautiful. She captured the emotion, energy, and personality of our wedding in a way that feels completely authentic to us.

And one of our favorite parts—she perfectly captured our dog as our ring bearer! She somehow managed to photograph all of his personality and the special role he played in our day, which means so much to us.

Beyond her incredible talent, she was simply a pleasure to have around. Professional, personable, unobtrusive, and genuinely fun to work with. We are thrilled with our photos and will treasure them for years to come.

We highly recommend her to anyone looking for a photographer who combines exceptional professionalism with truly outstanding creativity and artistry!",2026-08-11T10:53:51-07:00
appstore_585027354_14415345765,585027354,5,McLain’s Joshua & Braeden,"Excellent work! Dynamic duo coordinated the work beautifully and were on time, very professional, and efficient. Highly recommend.",2026-08-11T09:59:22-07:00
appstore_585027354_14415245116,585027354,5,LuckyDuck!,Rich is amazing! So friendly and helpful and always get a great wash!!,2026-08-11T09:29:12-07:00
appstore_585027354_14414874036,585027354,1,BAD 0/10,IDK if they started using AI optimization or something but maps has lost it’s functionality it will reroute you multiple times for no reason and give you routes that don’t make any logical sense to take when other more convenient conventional routes are available it tries taking you on freeways when they are literally closed for construction and the estimated arrival times aren’t even matching up I arrived at my destination while it said I had 10 minutes of driving to go. I used to love Google Maps and count on it but now it’s causing me way more stress to use.,2026-08-11T07:44:06-07:00
appstore_585027354_14414687854,585027354,1,The worst,"Had to redo my review because they like to control who gets to, and who doesn’t get to leave a review typical though for lack of accountability",2026-08-11T06:53:15-07:00
appstore_585027354_14414661974,585027354,1,a,a,2026-08-11T06:46:00-07:00
appstore_585027354_14414479510,585027354,5,Great,We loved our visit here.  The drinks and the vibe were great!! I needed to make a quick purchase exchange from the day before so I could hop on my cruise ship that morning and they made it easy breezy.  Thanks 🤘🏻,2026-08-11T05:53:53-07:00
appstore_585027354_14414296513,585027354,5,Info,They need to update satellite for this year and I don’t see Google Maps street cars this year,2026-08-11T04:58:47-07:00
appstore_585027354_14414169755,585027354,1,Sucks,Apple Maps way better. Google sucks at everything.,2026-08-11T04:18:23-07:00
appstore_585027354_14413800912,585027354,1,Traffic lines,There is no traffic lines what’s going on? It just disappeared.,2026-08-11T02:06:53-07:00
appstore_585027354_14413577188,585027354,1,Fraudulent activity,"Pull system logs. Application is manipulating date, location and time data in order to create fraudulent two factor authentication",2026-08-11T00:40:42-07:00
appstore_585027354_14413451551,585027354,4,Terrible customer service,"It was maybe 225 am my husband and I just got off of work and we walked into 7-Eleven because I really wanted to buy some of their buffalo rollers as soon as we walked in the lady was leaning kind of over-the-counter talking to some man inappropriately and then I said oh they have the rulers on the grill that’s amazing. No other 711 has them cooking this late the lady abruptly approaches and says that I can’t come into their store because my purse looks like a tote bag. My purse is a Louis Vuitton tiny square bag. And then she said those rollers  are not done and then I said could I  
Purchase them she said no that is our food to sell. This woman was so tall and large and overpowered me and was so rude. I have never been into a store where someone approaches you aggressively that is a representative of the company. She told me you’re just gonna have to buy something over here that’s called and I said yeah I wanna buy the buffalo rollers and she said the buffalo rollers is our food to sell and not sell it cold I said oh I’m sorry the other 711s do and she said well they’re wrong and this is my store after being treated and basically called a thief. I did not purchase and I just left. My feelings were hurt she made me feel really bad about myself by screaming, and repeating to put my purse on the counter. I’ve never stolen a thing in my life and this woman wishes so nasty. This isn’t the first time I’ve gotten into this store and they’ve been rude. I’ve gone in before and he had flies on their rollers. The workers are smoking outside the doors this is a real shame because they just built this 711 within the last year and a half",2026-08-10T23:50:47-07:00
appstore_585027354_14413012178,585027354,5,Amazing,Amazing,2026-08-10T20:38:30-07:00
appstore_585027354_14412407625,585027354,5,Ryan trayhan,Great app,2026-08-10T16:44:49-07:00
appstore_585027354_14412316481,585027354,1,Home maker,Voice directions and turn by turn steps do not work. I can’t take time out to look at the map provided. Very disappointing.,2026-08-10T16:08:57-07:00
appstore_585027354_14411925996,585027354,1,Garbage,Absolute garbage. People complain about Apple Maps? Give me a break. They can’t update new addresses in an EXISTING development for years. Good luck with your packages if your courier uses Google Craps. This nonsense makes me irrationally angry. After this bs this will NEVER touch ant of my devices for as long as I live.,2026-08-10T13:40:59-07:00
appstore_585027354_14411904662,585027354,1,"Used to be king, now it’s worthless",Increasing AI inclusion has led to this formerly best-in-class navigation app hallucinating traffic signals and even entire roadways along a route.  Directions have degraded to the point where you will be told “take the exit on the right” with no further information at all on a stretch of 70mph highway with three exits within a half mile.  It is so worthless it wraps around to actually dangerous - this is something people are relying on to drive!!,2026-08-10T13:33:22-07:00
appstore_585027354_14411903886,585027354,5,j,🤓👋🔥👳🏽‍♂️🧔🏻‍♀️🪔🧔🏻‍♀️🔥🏡🔥🐢👋,2026-08-10T13:33:05-07:00
appstore_585027354_14411771958,585027354,5,Fernando de Amscot,Excelente atención de Fernando!!!,2026-08-10T12:47:14-07:00
appstore_585027354_14411762340,585027354,3,Nope,Sent me to a probation office thats been closed for years,2026-08-10T12:43:59-07:00
appstore_585027354_14411571901,585027354,5,Friendly,Friendly helpful staff!,2026-08-10T11:39:52-07:00
appstore_585027354_14411277885,585027354,4,problem,It says I’m in 58-25 but I’m actually in 58-27,2026-08-10T10:06:19-07:00
appstore_585027354_14411258267,585027354,2,No highlights of roads ur going to travel how are u supposed to know what road your on????,Apple much better,2026-08-10T10:00:25-07:00
appstore_585027354_14411048229,585027354,5,Amazing service at great price,Scott literally saved our vacation with replacing a tire in record time to get us back on the road. I couldn’t believe the low fair price when he said it. I wished I lived in town to be able to give them my business more often.,2026-08-10T08:57:18-07:00
appstore_585027354_14411046806,585027354,1,Zoom pinch,Zoom will not center on screen. Pin drop places pin 2-3” from where finger is placed,2026-08-10T08:56:54-07:00
appstore_585027354_14411012450,585027354,1,Severe Downturn,"I used to use Google Maps all the time, but recently the app has been absolutely awful. Inaccurate location detection, supremely delayed navigation, and poor address search make it terrible. It marked my destination as a mile and a half from where I actually need to go two weeks ago. Last week it marked my currently location in my state’s capital city as a full TWO MILES AWAY from where I actually was. I’m moving to a new app because Google Maps is borderline useless now.",2026-08-10T08:46:47-07:00
appstore_585027354_14410739861,585027354,5,Excellent,"Very satisfied with the service. Yanet was extra helpful, cordial, patient and professional",2026-08-10T07:28:01-07:00
appstore_585027354_14410566775,585027354,5,Love it…,I am Michael Joseph Parker Hull Balisteri Deiter,2026-08-10T06:38:02-07:00
appstore_585027354_14410373832,585027354,5,Happy tummy,Their food is great! Chicken n waffles the best I ever had.Turqua is very friendly!,2026-08-10T05:39:46-07:00
appstore_585027354_14410304123,585027354,1,Buggy background behavior,"Since a recent update I’ve been seeing this issue: I’m driving and navigating to my destination in the app and in CarPlay, and I app switch over to something else like my music… the navigation still works… but as soon as I switch back to the Google Maps app it seems to have lost all navigation state. My destination is gone, the route is gone, the map tiles are gone. It’s happening on my husband’s phone too so I do think it’s the Google Maps app, not my phone being out of memory or something. Maps should be able to save and restore the nav state to disk in case Apple kills the app",2026-08-10T05:17:34-07:00
appstore_585027354_14410219451,585027354,5,Game changer,"Take a moment and think about how this GPS technology developed by Google has changed the world.   No more reading maps, less U Turns,  how much gas/energy it saves each day by getting people to there destination efficiently and fast(not getting lost).",2026-08-10T04:49:38-07:00
appstore_585027354_14410068565,585027354,1,It'll get you a ticket,"I was checking the directions from this application, I went into street view just to make sure I would be following all the laws. The application was literally telling me to make an illegal u-turn. I don't know how I will get there now, I just hope to do it safely.",2026-08-10T03:56:15-07:00
appstore_585027354_14409101618,585027354,5,Great customer service,"I have to give a shout out to the night time manager. His name was David Johnson and at 1:30 AM, when we finally arrived from our 7 hour drive and our room was found to have a clogged bathtub, he personally took me to 3 different rooms to make sure we were comfortable and find a room that met our needs. The next day he followed up with us to make sure everything was alright. I was very impressed with his sincerity concern for us.",2026-08-09T21:02:16-07:00
appstore_585027354_14408742528,585027354,1,Google takes you anywhere. Except where you want to go,"Thanks to Google brand new ads I ended up 45 minutes away from my house. This is real time that I wasted because the result of my search with my house address had an ad before it and of course I did what I always do, check the address is correct on the search box and press directions. Lo and behold I’m 45 minutes away from home writing this review in between red lights thinking how much I want to burn to the ground the business that paid for an ad that wasted time and resources for no reason.",2026-08-09T18:38:45-07:00
appstore_585027354_14408550281,585027354,1,Often routes you to the longest way,"Too often the app updates your route to the longest way to a destination. I was driving in LA and the app routed me to get off the freeway. My brother who was driving a head of me and did not get off the freeway, made it to our destination a full 10 minutes before I did. This is only one example.",2026-08-09T17:24:17-07:00
appstore_585027354_14408384137,585027354,5,Maps,Commercial Driver who uses maps every day. Best navigation app currently available.,2026-08-09T16:17:20-07:00
appstore_585027354_14408339052,585027354,1,Traffic,Can an option be added to remove the traffic feature? It’s really annoying how the app makes my journey 10x longer because it makes cars appear,2026-08-09T15:59:07-07:00
appstore_585027354_14408263413,585027354,1,Apple Maps gave me directions when Google couldnt,Routing needs improvement.,2026-08-09T15:28:38-07:00
appstore_585027354_14408234909,585027354,1,Update sucks,"Terrible update, who wants an angled map pov? Overhead all day.",2026-08-09T15:17:13-07:00
appstore_585027354_14408130336,585027354,1,Gives terrible routes,I noticed Google Maps is getting worse at choosing the fastest route. The app will literally send me on a route with a terrible detour because of a closed ramp.,2026-08-09T14:35:58-07:00
appstore_585027354_14408086321,585027354,3,Became fully money oriented,"Was one of the best applications ever, but recently it has become increasingly inaccurate and frustrating to use.

For example, you can be right next to a business, but Google Maps doesn’t show it in the results. Yet, when you search specifically for the business or item, it suddenly appears.

Another major issue is when you search for something specific, such as kosher or halal food. The results often have little or no relation to what you actually searched for. You then have to open each result and spend time trying to figure out whether it really meets your search criteria.

This can result in a significant waste of time. It feels like Google benefits even when users have to spend extra time sorting through irrelevant results.

I used to rely heavily on Google Maps, but because of these issues, I’ve started using Apple Maps much more often.",2026-08-09T14:19:12-07:00
appstore_585027354_14408061035,585027354,4,Muñequito street view,Que pongan el muñequito del Google earth para poder ver bien toda la información actualizada,2026-08-09T14:09:41-07:00
appstore_585027354_14407724020,585027354,5,Pizza Hut,Placed on line order ready for pickup in 15 min. Awesome,2026-08-09T12:09:11-07:00
appstore_585027354_14407690933,585027354,1,Lousy direction,"The app failed me! It didn’t tell me anything about how to get out to where I needed to go. Perhaps if you had left it alone (not updating it) it might have but it failed me! I’m sorry, but I am angry, I can’t get to where I needed to be and the city is still smoky so you can’t see anything.",2026-08-09T11:57:53-07:00
appstore_585027354_14407252453,585027354,2,Search is Now Terrible,"Since businesses pay to have their listings come up in a search, the results are irrelevant. For example, you search for a thrift store and get high-end antiques. Also, I would love for the interface to be customizable. I never use voice search but the microphone icon is right in the middle of the search bar, ensuring I “accidentally” press on it half of the time. Same goes for suggested search buttons like coffee and restaurants. But I get it. I’m not Google’s intended user. I just want a clean, user-friendly map to use.",2026-08-09T09:36:39-07:00
appstore_585027354_14407136325,585027354,1,Constant problems,"It constantly changes the route I selected and I have to hurry up and push the button to cancel before it times out while driving (terrible design). It also constantly has me turning around because it’ll tell you to turn AT THE TURN. And if you’re a person who doesn’t like turning around, have fun, cause it’ll take you so far out of the way just to get back on the right way. It will take you completely out of the way just overall. Terrible directions.",2026-08-09T09:01:46-07:00
appstore_585027354_14406760375,585027354,1,Navegación,Por qué carajo activan la navegación a pies o caminando y no hay manera ni forma de cambiar a que ando en auto sucede en Android,2026-08-09T07:09:51-07:00
appstore_585027354_14406513006,585027354,5,Great job,"Great job, crew and workmanship. I would highly recommend.",2026-08-09T05:52:42-07:00
appstore_585027354_14406509677,585027354,2,Se frisa,No se que pasa que últimamente se frisa mucho el carro no se mueve y no me lleva a los lugares porque reacciona tarde.,2026-08-09T05:51:35-07:00
appstore_585027354_14406229446,585027354,1,stop taking me to your app,its annoying,2026-08-09T04:12:41-07:00
appstore_585027354_14405925245,585027354,2,Feedback form is broken,Why give me menu options and the option to shake the app to give feedback and have the form be uselessly crammed at the bottom so you can't type or speak any feedback. Form is utterly broken. So many little things could be improved.,2026-08-09T02:07:55-07:00
appstore_585027354_14405786151,585027354,5,Ubicación,Yo tengo una ubicación,2026-08-09T01:08:35-07:00
appstore_585027354_14404669448,585027354,1,Needs improvements,"1 Voice directions need improvements when there are tight interchanges. Instructions need to be a bit more detailed and descriptive like Apple Maps 
2. Search results need some common sense filtering.For e.g.when searching for gas stations nearby, it shows the offices of the Energy companies in the list. How is that useful? Recommend to run the results via AI to make them sensible",2026-08-08T17:08:48-07:00
appstore_585027354_14404648893,585027354,5,Google Maps,"Maps help people find the places they want to go to faster ,so thy don’t get confused. Great job and courteous service.",2026-08-08T17:00:24-07:00
appstore_585027354_14404610654,585027354,5,Great service...,We had an issue with the newly installed door lock and they came so fast to fixed it with free of charge...,2026-08-08T16:44:09-07:00
appstore_585027354_14404545603,585027354,5,"BY A MILE!! … The Best ""Map App""","Google Maps is far and away the standout app in its category. 

The directions are well thought-out, like traveling right alongside a local of the area. It's great for finding businesses and services; it boasts the most popular public review board, making it easy to make informed choices no matter what you may be seeking. Many look to Waze for traffic advice, but Google Maps traffic and ""511""-type features seem to be just as accurate and up-to-date. 

Google Maps has it all; that is why it is the only navigation app that I can truly recommend for everybody.",2026-08-08T16:16:36-07:00
appstore_585027354_14404396151,585027354,5,Jc,Best prices Friendly and Helpful Staff,2026-08-08T15:13:46-07:00
appstore_585027354_14404367586,585027354,5,…,rafael was the best and nicest most helping waiter,2026-08-08T15:02:10-07:00
appstore_585027354_14404297608,585027354,5,TUCUMCARI,TUCUMCARI,2026-08-08T14:34:01-07:00
appstore_585027354_14403792095,585027354,5,Great job,It was great,2026-08-08T11:27:24-07:00
appstore_585027354_14403746809,585027354,5,Great sevicre,WHEN I FIRST MET THIS GUY I KNEW WE WERE LOCKED IN RENTALS WENT WELL EQUIPMENT VERY MAINTAINED AN CLEAN NOT TO FAR FROM HIGHWAY MAKING EASY FOR PICKUP AN DROP OFF 🦅,2026-08-08T11:12:03-07:00
appstore_585027354_14403471197,585027354,1,Trash,Can’t see your saved locations anymore. Been like this for awhile now.,2026-08-08T09:42:29-07:00
appstore_585027354_14403464518,585027354,5,非常好用,very good,2026-08-08T09:40:22-07:00
appstore_585027354_14402573207,585027354,1,Is to slow communication,Bad,2026-08-08T05:06:48-07:00
